BodyType,Make,GenModel,Model,Fuel,Period,Licensed,SORN
Motorcycles,ADLY,ADLY JET 50,JET 50,Diesel,2023-2024/Q1,0.0,
Motorcycles,ADLY,ADLY JET 50,JET 50,Gas,2023-2024/Q1,0.0,
Motorcycles,ADLY,ADLY JET 50,JET 50,Petrol,2023-2024/Q1,1.0,9.0
Motorcycles,ADLY,ADLY MODEL MISSING,MISSING,Petrol,2023-2024/Q1,4.0,87.0
Motorcycles,ADLY,ADLY NOBLE 50,NOBLE 50,Petrol,2023-2024/Q1,0.0,1.0
Motorcycles,ADLY,ADLY PANTHER 50,PANTHER 50,Petrol,2023-2024/Q1,1.0,1.0
Motorcycles,ADLY,ADLY PISTA 50,PISTA 50,Petrol,2023-2024/Q1,0.0,3.0
Motorcycles,ADLY,ADLY RT-50,RT-50,Petrol,2023-2024/Q1,0.0,
Motorcycles,ADLY,ADLY SF50,SF 50 SILVER FOX,Petrol,2023-2024/Q1,1.0,5.0
Motorcycles,ADLY,ADLY SS 100 ACTIVATOR,SS100 ACTIVATOR,Petrol,2023-2024/Q1,0.0,9.0
Motorcycles,ADLY,ADLY SS 125D ACTIVATOR,SS125D ACTIVATOR,Petrol,2023-2024/Q1,1.0,10.0
Motorcycles,ADLY,ADLY SS 50 ACTIVATOR,SS50  ACTIVATOR,Petrol,2023-2024/Q1,0.0,
Motorcycles,ADLY,ADLY SUPERSONIC,SUPERSONIC,Petrol,2023-2024/Q1,0.0,2.0
Motorcycles,ADLY,ADLY TB 100,TB 100,Petrol,2023-2024/Q1,0.0,4.0
Motorcycles,ADLY,ADLY TB 100,TB 100 PREDATOR,Diesel,2023-2024/Q1,0.0,
Motorcycles,ADLY,ADLY TB 100,TB 100 PREDATOR,Petrol,2023-2024/Q1,1.0,18.0
Motorcycles,ADLY,ADLY TB 125,TB 125,Petrol,2023-2024/Q1,0.0,9.0
Motorcycles,ADLY,ADLY TB 125,TB 125 SS AIRTECH,Petrol,2023-2024/Q1,0.0,1.0
Motorcycles,ADLY,ADLY TB 125,TB 125 THUNDERBIKE,Petrol,2023-2024/Q1,0.0,3.0
Motorcycles,ADLY,ADLY TB 125 D,TB 125 D,Petrol,2023-2024/Q1,0.0,12.0
Motorcycles,ADLY,ADLY TB 125 D,TB 125 D-ACTIVATOR,Petrol,2023-2024/Q1,0.0,0.0
Motorcycles,ADLY,ADLY TB 50 PREDATOR,TB 50 PREDATOR,Petrol,2023-2024/Q1,0.0,
Motorcycles,ADLY,ADLY TB 50 PREDATOR,TB 50 PREDATOR 02,Petrol,2023-2024/Q1,0.0,7.0
Motorcycles,ADLY,ADLY TB50 THUNDERBIKE,TB 50 THUNDER BIKE,Diesel,2023-2024/Q1,0.0,1.0
Motorcycles,ADLY,ADLY TB50 THUNDERBIKE,TB 50 THUNDER BIKE,Petrol,2023-2024/Q1,1.0,3.0
Motorcycles,AEON,AEON AERO,AERO,Petrol,2023-2024/Q1,0.0,1.0
Motorcycles,AEON,AEON ARGON,ARGON,Petrol,2023-2024/Q1,0.0,1.0
Motorcycles,AEON,AEON COBRA,COBRA 180 (QUAD),Petrol,2023-2024/Q1,0.0,1.0
Motorcycles,AEON,AEON COBRA,COBRA 2 REVO (QUAD),Petrol,2023-2024/Q1,0.0,
Motorcycles,AEON,AEON MODEL MISSING,MISSING,Petrol,2023-2024/Q1,1.0,1.0
Motorcycles,AEON,AEON PULSAR,PULSAR,Petrol,2023-2024/Q1,0.0,2.0
Motorcycles,AEON,AEON TORCH,TORCH,Petrol,2023-2024/Q1,0.0,0.0
Motorcycles,AGRIFAC,AGRIFAC CONDOR,CONDOR,Battery electric,2023-2024/Q1,1.0,
Motorcycles,AIXAM,AIXAM 500,500.5 SUPER LUXE,Diesel,2023-2024/Q1,0.0,
Motorcycles,AIXAM,AIXAM MODEL MISSING,MISSING,Diesel,2023-2024/Q1,0.0,
Motorcycles,AIXAM,AIXAM MODEL MISSING,MISSING,Petrol,2023-2024/Q1,0.0,
Motorcycles,AJP,AJP ENDURO,ENDURO,Petrol,2023-2024/Q1,4.0,7.0
Motorcycles,AJP,AJP MODEL MISSING,MISSING,Petrol,2023-2024/Q1,82.0,164.0
Motorcycles,AJP,AJP PR3,PR3 125 ENDURO,Petrol,2023-2024/Q1,6.0,12.0
Motorcycles,AJP,AJP PR3,PR3 125 SUPERMOTO,Petrol,2023-2024/Q1,1.0,
Motorcycles,AJP,AJP PR3,PR3 200 ENDURO,Petrol,2023-2024/Q1,4.0,15.0
Motorcycles,AJP,AJP PR3,PR3 240 ENDURO,Petrol,2023-2024/Q1,0.0,1.0
Motorcycles,AJP,AJP PR4,PR4 125 ENDURO,Petrol,2023-2024/Q1,8.0,11.0
Motorcycles,AJP,AJP PR4,PR4 125 SM,Petrol,2023-2024/Q1,1.0,4.0
Motorcycles,AJP,AJP PR4,PR4 200 ENDURO,Petrol,2023-2024/Q1,6.0,19.0
Motorcycles,AJP,AJP PR4,PR4 200 SM,Petrol,2023-2024/Q1,0.0,1.0
Motorcycles,AJP,AJP PR4,PR4 240 ENDURO PRO,Petrol,2023-2024/Q1,1.0,1.0
Motorcycles,AJP,AJP PR4,PR4 240 EXTREME,Petrol,2023-2024/Q1,0.0,0.0
Motorcycles,AJP,AJP PR5,PR5 250 ENDURO,Petrol,2023-2024/Q1,2.0,
Motorcycles,AJP,AJP PR7,PR7,Petrol,2023-2024/Q1,42.0,7.0
Motorcycles,AJP,AJP SPR,SPR 240 ENDURO,Petrol,2023-2024/Q1,4.0,1.0
Motorcycles,AJP,AJP SPR,SPR 250 ENDURO,Petrol,2023-2024/Q1,8.0,0.0
Motorcycles,AJP,AJP SPR,SPR 310 ENDURO,Petrol,2023-2024/Q1,1.0,1.0
Motorcycles,AJS,AJS BARLETTA,BARLETTA,Petrol,2023-2024/Q1,2.0,
Motorcycles,AJS,AJS CADWELL,CADWELL,Petrol,2023-2024/Q1,343.0,148.0
Motorcycles,AJS,AJS CADWELL,HY 400 CADWELL,Petrol,2023-2024/Q1,0.0,2.0
Motorcycles,AJS,AJS CLUBMAN 125,CLUBMAN 125,Petrol,2023-2024/Q1,23.0,19.0
Motorcycles,AJS,AJS CR3 125,CR3-125,Petrol,2023-2024/Q1,1.0,47.0
Motorcycles,AJS,AJS DD 100,DD 100 E,Petrol,2023-2024/Q1,1.0,20.0
Motorcycles,AJS,AJS DD 125,DD 125 E,Petrol,2023-2024/Q1,23.0,162.0
Motorcycles,AJS,AJS DD 125,DD 125 E 08,Diesel,2023-2024/Q1,0.0,0.0
Motorcycles,AJS,AJS DD 125,DD 125 E 08,Petrol,2023-2024/Q1,124.0,427.0
Motorcycles,AJS,AJS DD 125,DD 125 E-5,Petrol,2023-2024/Q1,71.0,260.0
Motorcycles,AJS,AJS DD 125,DD 125 E-5C,Petrol,2023-2024/Q1,67.0,160.0
Motorcycles,AJS,AJS DD 125,DD 125 E-5C DAYTONA 125,Petrol,2023-2024/Q1,14.0,16.0
Motorcycles,AJS,AJS DD 125,DD 125 E-8,Petrol,2023-2024/Q1,58.0,149.0
Motorcycles,AJS,AJS DD 125,DD 125 E-8 REGAL RAPTOR,Petrol,2023-2024/Q1,35.0,27.0
Motorcycles,AJS,AJS DD 125,DD 125 E-9,Petrol,2023-2024/Q1,23.0,69.0
Motorcycles,AJS,AJS DD 250,DD 250 E,Petrol,2023-2024/Q1,6.0,20.0
Motorcycles,AJS,AJS DD 250,DD 250 E-10,Petrol,2023-2024/Q1,0.0,7.0
Motorcycles,AJS,AJS DD 250,DD 250 E-9B 08,Petrol,2023-2024/Q1,1.0,9.0
Motorcycles,AJS,AJS DD 250,DD 250 S-9B,Petrol,2023-2024/Q1,12.0,24.0
Motorcycles,AJS,AJS DD 350,DD 350 E-6,Petrol,2023-2024/Q1,5.0,10.0
Motorcycles,AJS,AJS DD 350,DD 350 E-9B,Petrol,2023-2024/Q1,6.0,16.0
Motorcycles,AJS,AJS DD 50,DD 50 E-2,Petrol,2023-2024/Q1,7.0,84.0
Motorcycles,AJS,AJS DESERT SCRAMBLER,71 DESERT SCRAMBLER,Petrol,2023-2024/Q1,124.0,10.0
Motorcycles,AJS,AJS DFE 50,DFE 50 QT-F,Petrol,2023-2024/Q1,1.0,13.0
Motorcycles,AJS,AJS DIGITA,DIGITA,Diesel,2023-2024/Q1,0.0,1.0
Motorcycles,AJS,AJS DIGITA,DIGITA,Petrol,2023-2024/Q1,282.0,238.0
Motorcycles,AJS,AJS ECO,ECO-3,Battery electric,2023-2024/Q1,1.0,
Motorcycles,AJS,AJS ECO,ECO-3,Petrol,2023-2024/Q1,18.0,20.0
Motorcycles,AJS,AJS F35,F35,Battery electric,2023-2024/Q1,1.0,
Motorcycles,AJS,AJS F35,F35,Petrol,2023-2024/Q1,7.0,1.0
Motorcycles,AJS,AJS FIREFOX,FIREFOX,Petrol,2023-2024/Q1,422.0,328.0
Motorcycles,AJS,AJS FLIGHT,FLIGHT,Petrol,2023-2024/Q1,28.0,96.0
Motorcycles,AJS,AJS HIGHWAY,HIGHWAY STAR,Petrol,2023-2024/Q1,155.0,36.0
Motorcycles,AJS,AJS INSETTO,INSETTO,Petrol,2023-2024/Q1,49.0,11.0
Motorcycles,AJS,AJS ISABA,ISABA,Petrol,2023-2024/Q1,37.0,10.0
Motorcycles,AJS,AJS JS 125,JS 125-6C,Petrol,2023-2024/Q1,33.0,54.0
Motorcycles,AJS,AJS JS 125,JS 125-E,Petrol,2023-2024/Q1,18.0,98.0
Motorcycles,AJS,AJS JS 125,JS 125-E2,Petrol,2023-2024/Q1,120.0,223.0
Motorcycles,AJS,AJS JSM 125,JSM 125,Diesel,2023-2024/Q1,0.0,
Motorcycles,AJS,AJS JSM 125,JSM 125,Petrol,2023-2024/Q1,8.0,86.0
Motorcycles,AJS,AJS JSM 50,JSM 50,Petrol,2023-2024/Q1,120.0,180.0
Motorcycles,AJS,AJS MODEL MISSING,MISSING,Diesel,2023-2024/Q1,0.0,
Motorcycles,AJS,AJS MODEL MISSING,MISSING,Petrol,2023-2024/Q1,4176.0,2180.0
Motorcycles,AJS,AJS MODENA 125,MODENA 125,Petrol,2023-2024/Q1,1498.0,893.0
Motorcycles,AJS,AJS MODENA 50,MODENA 50,Petrol,2023-2024/Q1,159.0,160.0
Motorcycles,AJS,AJS NAC 12,NAC 12,Petrol,2023-2024/Q1,19.0,173.0
Motorcycles,AJS,AJS R7,R7,Petrol,2023-2024/Q1,19.0,65.0
Motorcycles,AJS,AJS SCRAMBLER,SCRAMBLER 125,Petrol,2023-2024/Q1,49.0,7.0
Motorcycles,AJS,AJS SPT 350,SPT 350,Petrol,2023-2024/Q1,1.0,1.0
Motorcycles,AJS,AJS TEMPEST,TEMPEST ROADSTER,Petrol,2023-2024/Q1,215.0,45.0
Motorcycles,AJS,AJS TEMPEST,TEMPEST SCRAMBLER,Petrol,2023-2024/Q1,158.0,50.0
Motorcycles,AJS,AJS TN 12,TN-12,Petrol,2023-2024/Q1,39.0,60.0
Motorcycles,AJS,AJS XGJ 250,XGJ 250-21A TN25,Petrol,2023-2024/Q1,4.0,11.0
Motorcycles,AJS,AJS YX-R 125,YX-R 125,Petrol,2023-2024/Q1,2.0,42.0
Motorcycles,AJS,AJS ZN 125,ZN 125 T-30A SORVIO,Petrol,2023-2024/Q1,32.0,66.0
Motorcycles,ALBION,ALBION MODEL MISSING,MISSING,Petrol,2023-2024/Q1,0.0,0.0
Other vehicles,ABARTH,ABARTH 595,595C COMPETIZIONE,Other fuel types,2023-2024/Q1,0.0,
Other vehicles,AC,AC MODEL MISSING,MISSING,Battery electric,2023-2024/Q1,1.0,
Other vehicles,AC,AC MODEL MISSING,MISSING,Diesel,2023-2024/Q1,0.0,1.0
Other vehicles,AC,AC MODEL MISSING,MISSING,Petrol,2023-2024/Q1,5.0,0.0
Other vehicles,AC (ELECTRIC),AC (ELECTRIC) MODEL MISSING,MISSING,Battery electric,2023-2024/Q1,2.0,
Other vehicles,AC (ELECTRIC),AC (ELECTRIC) MODEL MISSING,MISSING,Diesel,2023-2024/Q1,1.0,
Other vehicles,AC (ELECTRIC),AC (ELECTRIC) MODEL MISSING,MISSING,Petrol,2023-2024/Q1,19.0,14.0
Other vehicles,ACCESS,ACCESS 450,450,Petrol,2023-2024/Q1,1.0,0.0
Other vehicles,ACCESS,ACCESS 600,600,Petrol,2023-2024/Q1,0.0,1.0
Other vehicles,ACCESS,ACCESS MODEL MISSING,MISSING,Diesel,2023-2024/Q1,0.0,0.0
Other vehicles,ACCESS,ACCESS MODEL MISSING,MISSING,Hybrid electric (petrol),2023-2024/Q1,0.0,0.0
Other vehicles,ACCESS,ACCESS MODEL MISSING,MISSING,Petrol,2023-2024/Q1,48.0,353.0
Other vehicles,ACCESS,ACCESS QUADZILLA,QUADZILLA 100E XLC,Petrol,2023-2024/Q1,0.0,3.0
Other vehicles,ACCESS,ACCESS QUADZILLA,QUADZILLA 850,Petrol,2023-2024/Q1,7.0,7.0
Other vehicles,ACCESS,ACCESS QUADZILLA,QUADZILLA SHARK,Petrol,2023-2024/Q1,0.0,3.0
Other vehicles,ACCESS,ACCESS QUADZILLA,QUADZILLA SHARK 100,Petrol,2023-2024/Q1,0.0,5.0
Other vehicles,ACURA,ACURA MODEL MISSING,MISSING,Petrol,2023-2024/Q1,0.0,
Other vehicles,ADDAX,ADDAX MODEL MISSING,MISSING,Other fuel types,2023-2024/Q1,0.0,
Other vehicles,ADLY,ADLY ATV 100,ATV-100 V,Petrol,2023-2024/Q1,0.0,1.0
Other vehicles,ADLY,ADLY ATV 300,ATV-300 (QUAD),Petrol,2023-2024/Q1,0.0,2.0
Other vehicles,ADLY,ADLY ATV 300,ATV-300 XS (QUAD),Petrol,2023-2024/Q1,3.0,12.0
Other vehicles,ADLY,ADLY ATV 320,ATV-320 (QUAD),Petrol,2023-2024/Q1,2.0,10.0
Other vehicles,ADLY,ADLY ATV 320,ATV-320 SD,Petrol,2023-2024/Q1,2.0,3.0
Other vehicles,ADLY,ADLY ATV 400,ATV-400 XS,Petrol,2023-2024/Q1,6.0,14.0
Other vehicles,ADLY,ADLY ATV 400,ATV-500 S,Petrol,2023-2024/Q1,0.0,0.0
Other vehicles,ADLY,ADLY ATV 500,ATV-500 S (QUAD BIKE),Petrol,2023-2024/Q1,0.0,0.0
Other vehicles,ADLY,ADLY ATV 500,ATV-500 S (QUAD),Petrol,2023-2024/Q1,,1.0
Other vehicles,ADLY,ADLY ATV280,ATV-280,Petrol,2023-2024/Q1,0.0,1.0
Other vehicles,ADLY,ADLY MODEL MISSING,MISSING,Battery electric,2023-2024/Q1,2.0,
Other vehicles,ADLY,ADLY MODEL MISSING,MISSING,Diesel,2023-2024/Q1,0.0,
Other vehicles,ADLY,ADLY MODEL MISSING,MISSING,Petrol,2023-2024/Q1,2.0,1.0
Other vehicles,ADLY,ADLY QUADZILLA,QUADZILLA 300E S (QUAD),Petrol,2023-2024/Q1,3.0,42.0
Other vehicles,ADLY,ADLY QUADZILLA,QUADZILLA 300E U (QUAD),Petrol,2023-2024/Q1,0.0,5.0
Other vehicles,ADLY,ADLY RT 100,RT 100,Petrol,2023-2024/Q1,0.0,1.0
Other vehicles,ADLY,ADLY SUPERSONIC,SUPERSONIC,Petrol,2023-2024/Q1,0.0,1.0
Other vehicles,AEBI,AEBI MODEL MISSING,MISSING,Diesel,2023-2024/Q1,123.0,12.0
Other vehicles,AEON,AEON AU,AU 20,Petrol,2023-2024/Q1,5.0,3.0
Other vehicles,AEON,AEON COBRA,COBRA,Petrol,2023-2024/Q1,89.0,48.0
Other vehicles,AEON,AEON COBRA,COBRA 180 (QUAD),Gas,2023-2024/Q1,0.0,1.0
Other vehicles,AEON,AEON COBRA,COBRA 180 (QUAD),Petrol,2023-2024/Q1,1.0,41.0
Other vehicles,AEON,AEON COBRA,COBRA 2 REVO (QUAD),Petrol,2023-2024/Q1,1.0,8.0
Other vehicles,AEON,AEON COBRA,COBRA 220 (QUAD BIKE),Petrol,2023-2024/Q1,0.0,0.0
Other vehicles,AEON,AEON COBRA,COBRA 220 (QUAD),Petrol,2023-2024/Q1,,1.0
Other vehicles,AEON,AEON GOES,GOES 220 (QUAD),Petrol,2023-2024/Q1,1.0,10.0
Other vehicles,AEON,AEON MODEL MISSING,MISSING,Diesel,2023-2024/Q1,0.0,1.0
Other vehicles,AEON,AEON MODEL MISSING,MISSING,Gas,2023-2024/Q1,0.0,
Other vehicles,AEON,AEON MODEL MISSING,MISSING,Petrol,2023-2024/Q1,5.0,36.0
Other vehicles,AEON,AEON OVERLAND,OVERLAND,Petrol,2023-2024/Q1,0.0,3.0
Other vehicles,AEON,AEON RA56,RA56-400,Petrol,2023-2024/Q1,8.0,8.0
Other vehicles,AEON,AEON UA20,UA 20,Petrol,2023-2024/Q1,0.0,2.0
Other vehicles,AGCO ALLIS,AGCO ALLIS MODEL MISSING,MISSING,Diesel,2023-2024/Q1,2.0,2.0
Other vehicles,AGRIFAC,AGRIFAC CONDOR,CONDOR,Diesel,2023-2024/Q1,196.0,3.0
Other vehicles,AGRIFAC,AGRIFAC MODEL MISSING,MISSING,Battery electric,2023-2024/Q1,1.0,
Other vehicles,AGRIFAC,AGRIFAC MODEL MISSING,MISSING,Diesel,2023-2024/Q1,4.0,3.0
Other vehicles,AIE,AIE MODEL MISSING,MISSING,Battery electric,2023-2024/Q1,1.0,
Other vehicles,AIE,AIE MODEL MISSING,MISSING,Petrol,2023-2024/Q1,0.0,8.0
Other vehicles,AIE,AIE QUADZILLA,QUADZILLA 4-CROSS SUV 200E,Petrol,2023-2024/Q1,2.0,26.0
Other vehicles,AIE,AIE QUADZILLA,QUADZILLA MAGMAX 100E,Petrol,2023-2024/Q1,0.0,
Other vehicles,AIXAM,AIXAM 500,500 E AUTO,Diesel,2023-2024/Q1,0.0,
Other vehicles,AIXAM,AIXAM 500,500 SL AUTO,Diesel,2023-2024/Q1,0.0,2.0
Other vehicles,AIXAM,AIXAM 500,500 SL AUTO,Petrol,2023-2024/Q1,0.0,0.0
Other vehicles,AIXAM,AIXAM 500,500 SUPER LUXE,Petrol,2023-2024/Q1,0.0,1.0
Other vehicles,AIXAM,AIXAM 500,500.5 LUXE,Diesel,2023-2024/Q1,0.0,
Other vehicles,AIXAM,AIXAM A751,A751 SUPER LUXE,Diesel,2023-2024/Q1,0.0,
Other vehicles,AIXAM,AIXAM A751,A751 SUPER LUXE,Petrol,2023-2024/Q1,0.0,0.0
Other vehicles,AIXAM,AIXAM CROSSLINE,CROSSLINE SUPER LUXE,Diesel,2023-2024/Q1,0.0,1.0
Other vehicles,AIXAM,AIXAM CROSSLINE,CROSSLINE SUPER LUXE,Petrol,2023-2024/Q1,2.0,2.0
Other vehicles,AIXAM,AIXAM MEGA,MEGA 500L DIESEL,Diesel,2023-2024/Q1,1.0,1.0
Other vehicles,AIXAM,AIXAM MEGA,MEGA 500L ELECTRIC,Battery electric,2023-2024/Q1,0.0,2.0
Other vehicles,AIXAM,AIXAM MEGA,MEGA CITY ELECTRIC,Battery electric,2023-2024/Q1,1.0,
Other vehicles,AIXAM,AIXAM MEGA,MEGA MULTITRUCK 600D L A,Battery electric,2023-2024/Q1,3.0,8.0
Other vehicles,AIXAM,AIXAM MEGA,MEGA MULTITRUCK 600E A,Battery electric,2023-2024/Q1,0.0,4.0
Other vehicles,AIXAM,AIXAM MODEL MISSING,MISSING,Diesel,2023-2024/Q1,2.0,4.0
Other vehicles,AIXAM,AIXAM MODEL MISSING,MISSING,Petrol,2023-2024/Q1,0.0,3.0
Other vehicles,AJS,AJS MODEL MISSING,MISSING,Diesel,2023-2024/Q1,3.0,2.0
Other vehicles,AJS,AJS MODEL MISSING,MISSING,Petrol,2023-2024/Q1,13.0,10.0
Other vehicles,ALBION,ALBION MODEL MISSING,MISSING,Diesel,2023-2024/Q1,15.0,3.0
Other vehicles,ALBION,ALBION MODEL MISSING,MISSING,Petrol,2023-2024/Q1,10.0,4.0
Other vehicles,ALEXANDER DENNIS,ALEXANDER DENNIS MODEL MISSING,MISSING,Diesel,2023-2024/Q1,2.0,0.0
Other vehicles,ALEXANDER DENNIS,ALEXANDER DENNIS MODEL MISSING,MISSING,Petrol,2023-2024/Q1,0.0,0.0
Other vehicles,ALFA ROMEO,ALFA ROMEO 147,147 T-SPARK LUSSO,Petrol,2023-2024/Q1,0.0,
Other vehicles,ALFA ROMEO,ALFA ROMEO 156,156 1.8 T-SPARK,Petrol,2023-2024/Q1,0.0,
Other vehicles,ALFA ROMEO,ALFA ROMEO 156,156 2.0 T-SPARK,Petrol,2023-2024/Q1,0.0,
Other vehicles,ALFA ROMEO,ALFA ROMEO 156,156 2.5 V6,Petrol,2023-2024/Q1,0.0,
